[[0, 1, 4, 5, 7], [2, 4], [3, 5], [6, 7]]
[[6,12,18,16,11,84],[13, 35, 38, 18, 53, 54]]
[[6,8,6,28,51,50],[13, 35, 42, 18, 39, 53]]
[[8,8,14,20,33,56],[13, 35, 43, 18, 39, 53]]
[[6,10,6,22,21,106],[13, 35, 50, 18, 39, 53]]
[[3,9,9,17,23,57],[13, 35, 50, 18, 39, 54]]
[[8,10,11,22,28,55],[13, 35, 40, 18, 53, 54]]
[[6,10,9,34,36,49],[13, 35, 50, 18, 44, 54]]
[[5,7,5,15,30,61],[13, 35, 49, 18, 53, 54]]
[[5,13,5,21,45,79],[13, 35, 50, 18, 51, 54]]
[[6,10,12,14,36,100],[13, 35, 50, 18, 53, 54]]
[[5,9,17,25,45,51],[13, 35, 52, 18, 53, 54]]
[[5,11,11,27,25,59],[13, 37, 38, 18, 44, 53]]
[[6,12,12,24,31,42],[13, 37, 38, 18, 53, 54]]
[[4,10,13,26,39,91],[13, 40, 37, 18, 39, 53]]
[[3,7,6,23,23,70],[13, 37, 52, 18, 39, 44]]
[[7,9,13,17,32,75],[13, 37, 52, 18, 39, 53]]
[[6,10,12,22,41,58],[13, 40, 37, 18, 53, 54]]
[[6,10,9,22,56,31],[13, 37, 42, 18, 53, 54]]
[[6,12,9,32,21,57],[13, 37, 43, 18, 53, 54]]
[[6,10,9,14,41,85],[13, 37, 50, 18, 44, 54]]
[[7,9,10,21,37,84],[13, 37, 49, 18, 53, 54]]
[[5,11,17,15,25,107],[13, 37, 50, 18, 51, 54]]
[[6,10,9,14,41,91],[13, 38, 50, 18, 39, 53]]
[[7,7,13,31,37,55],[13, 38, 52, 18, 39, 53]]
[[6,8,12,20,21,80],[13, 42, 38, 18, 53, 54]]
[[6,8,9,24,56,41],[13, 38, 43, 18, 53, 54]]
[[6,8,9,24,51,65],[13, 38, 50, 18, 44, 54]]
[[7,11,13,23,22,47],[13, 38, 52, 18, 44, 54]]
[[6,6,12,14,51,78],[13, 38, 50, 18, 53, 54]]
[[6,6,21,18,36,57],[13, 38, 52, 18, 51, 54]]
[[7,13,10,21,17,76],[13, 40, 52, 18, 39, 44]]
[[5,15,11,19,25,75],[13, 40, 49, 18, 39, 53]]
[[4,8,13,8,29,59],[13, 40, 52, 18, 39, 51]]
[[7,9,13,29,32,39],[13, 40, 52, 18, 39, 53]]
[[6,10,9,14,51,67],[13, 43, 50, 18, 39, 53]]
[[7,9,7,17,47,81],[13, 43, 52, 18, 39, 53]]
[[6,10,18,18,31,58],[13, 43, 52, 18, 39, 54]]
[[4,10,13,10,34,73],[13, 49, 52, 18, 39, 44]]
[[5,9,14,17,45,78],[13, 50, 52, 18, 39, 44]]
[[5,11,11,15,40,89],[13, 18, 39, 44, 51, 53]]
[[7,7,13,23,27,91],[13, 18, 39, 44, 53, 54]]
[[7,11,7,35,22,53],[13, 49, 52, 18, 39, 51]]
[[8,12,11,16,18,75],[13, 49, 52, 18, 39, 53]]
[[7,7,16,19,42,58],[13, 50, 52, 18, 39, 53]]
[[6,10,9,14,51,67],[13, 40, 42, 18, 51, 53]]
[[6,10,15,22,21,67],[13, 40, 42, 18, 53, 54]]
[[7,11,13,23,17,71],[13, 40, 43, 18, 44, 53]]
[[6,12,9,20,41,63],[13, 40, 49, 18, 44, 53]]
[[7,11,10,23,32,68],[13, 40, 50, 18, 44, 53]]
[[4,8,10,16,49,86],[13, 40, 50, 18, 44, 54]]
[[5,11,11,19,25,101],[13, 40, 49, 18, 51, 53]]
[[5,9,11,17,25,81],[13, 40, 49, 18, 53, 54]]
[[6,10,9,22,31,91],[13, 40, 50, 18, 53, 54]]
[[8,8,17,20,23,53],[13, 42, 43, 18, 51, 53]]
[[6,10,9,34,36,49],[13, 42, 50, 18, 44, 54]]
[[5,7,8,27,60,70],[13, 42, 49, 18, 51, 53]]
[[5,9,11,29,35,93],[13, 42, 49, 18, 53, 54]]
[[6,8,9,28,21,89],[13, 42, 50, 18, 51, 53]]
[[3,11,9,43,33,53],[13, 42, 50, 18, 51, 54]]
[[6,10,12,18,31,88],[13, 42, 50, 18, 53, 54]]
[[7,7,16,27,32,58],[13, 42, 52, 18, 51, 53]]
[[5,11,11,19,20,113],[13, 43, 50, 18, 44, 53]]
[[6,14,6,26,26,68],[13, 43, 50, 18, 44, 54]]
[[7,11,16,15,32,38],[13, 43, 52, 18, 44, 54]]
[[5,13,8,25,25,88],[13, 49, 43, 18, 53, 54]]
[[3,11,12,31,23,98],[13, 43, 52, 18, 53, 54]]
[[6,10,12,14,36,82],[13, 49, 50, 18, 44, 53]]
[[5,13,11,21,30,85],[13, 49, 50, 18, 44, 54]]
[[5,7,17,27,25,73],[13, 49, 52, 18, 44, 53]]
[[4,8,13,28,39,107],[13, 50, 52, 18, 44, 53]]
[[5,9,11,29,30,69],[13, 50, 52, 18, 44, 54]]
[[8,8,14,20,33,62],[13, 49, 52, 18, 51, 53]]
[[7,11,10,23,37,44],[13, 50, 52, 18, 51, 53]]
[[3,9,6,25,43,114],[13, 50, 52, 18, 53, 54]]
[[6,10,12,10,41,100],[13, 34, 35, 40, 37, 53]]
[[5,9,11,17,30,81],[13, 34, 35, 37, 52, 44]]
[[5,11,11,23,45,77],[13, 34, 35, 37, 50, 54]]
[[6,14,9,22,21,83],[13, 34, 35, 37, 52, 51]]
[[8,8,14,20,33,56],[13, 34, 35, 42, 38, 53]]
[[6,10,12,22,26,94],[13, 34, 35, 39, 53, 54]]
[[4,14,7,26,24,77],[13, 34, 35, 40, 42, 53]]
[[5,9,11,13,30,105],[13, 34, 35, 40, 50, 54]]
[[6,6,6,26,51,48],[13, 34, 35, 42, 43, 53]]
[[3,7,12,35,43,70],[13, 34, 35, 42, 52, 44]]
[[7,9,10,33,37,36],[13, 34, 35, 42, 49, 53]]
[[5,9,11,21,55,57],[13, 34, 35, 42, 50, 54]]
[[6,12,9,32,16,75],[13, 34, 35, 42, 52, 51]]
[[7,7,22,15,32,46],[13, 34, 35, 42, 52, 53]]
[[5,11,14,23,30,56],[13, 34, 35, 43, 52, 44]]
[[6,8,6,28,46,62],[13, 34, 35, 43, 50, 53]]
[[7,7,16,23,27,76],[13, 34, 35, 43, 52, 53]]
[[5,9,5,25,45,69],[13, 34, 35, 50, 52, 44]]
[[5,11,14,19,30,68],[13, 34, 35, 44, 51, 53]]
[[4,8,10,24,49,110],[13, 34, 35, 50, 52, 54]]
[[4,10,13,30,19,79],[13, 34, 35, 51, 53, 54]]
[[6,8,9,20,31,89],[13, 34, 40, 37, 38, 53]]
[[7,9,10,17,42,72],[13, 34, 37, 38, 52, 53]]
[[6,6,12,18,21,72],[13, 34, 37, 39, 53, 54]]
[[6,10,6,14,46,76],[13, 34, 40, 37, 42, 53]]
[[6,6,6,26,51,48],[13, 34, 40, 37, 43, 53]]
[[5,7,8,11,35,58],[13, 34, 40, 37, 52, 44]]
[[6,8,12,28,31,68],[13, 34, 40, 37, 50, 53]]
[[4,10,10,30,29,70],[13, 34, 40, 37, 52, 51]]
[[5,9,11,25,25,75],[13, 34, 40, 37, 52, 53]]
[[5,11,14,19,30,68],[13, 34, 37, 42, 49, 53]]
[[7,7,16,27,32,52],[13, 34, 37, 42, 52, 53]]
[[5,7,20,15,50,88],[13, 34, 37, 43, 50, 54]]
[[6,8,15,12,36,89],[13, 34, 37, 43, 52, 51]]
[[4,10,7,26,19,73],[13, 34, 37, 43, 52, 54]]
[[5,11,8,19,25,104],[13, 34, 37, 44, 51, 53]]
[[5,9,11,29,50,63],[13, 34, 37, 49, 52, 51]]
[[6,6,18,34,6,84],[13, 34, 37, 50, 52, 51]]
[[7,11,7,31,22,77],[13, 34, 37, 50, 52, 53]]
[[5,11,8,19,40,74],[13, 34, 40, 49, 38, 53]]
[[4,8,13,16,24,83],[13, 34, 40, 38, 50, 53]]
[[4,8,10,16,54,56],[13, 34, 40, 38, 52, 51]]
[[6,10,9,22,41,73],[13, 34, 42, 38, 43, 53]]
[[5,7,8,23,50,52],[13, 34, 42, 38, 52, 53]]
[[4,6,7,26,14,39],[13, 34, 42, 38, 52, 54]]
[[3,11,6,23,28,80],[13, 34, 38, 43, 50, 54]]
[[4,8,10,8,44,68],[13, 34, 38, 43, 52, 51]]
[[3,7,15,27,18,103],[13, 34, 38, 50, 52, 44]]
[[6,10,12,26,26,76],[13, 34, 49, 38, 50, 54]]
[[7,9,16,17,37,54],[13, 34, 49, 38, 52, 51]]
[[6,6,9,30,51,63],[13, 34, 49, 38, 52, 53]]
[[7,9,13,21,32,75],[13, 34, 38, 50, 52, 53]]
[[6,8,12,24,26,92],[13, 34, 38, 51, 53, 54]]
[[7,9,10,29,32,60],[13, 34, 40, 39, 44, 53]]
[[4,10,10,22,29,94],[13, 34, 40, 39, 51, 53]]
[[4,12,7,32,34,69],[13, 34, 42, 39, 53, 54]]
[[6,8,15,28,31,65],[13, 34, 43, 39, 51, 53]]
[[6,12,9,24,26,87],[13, 34, 43, 39, 53, 54]]
[[4,8,7,12,54,59],[13, 34, 49, 39, 44, 53]]
[[6,10,12,14,36,100],[13, 34, 52, 39, 44, 53]]
[[7,11,10,15,42,86],[13, 34, 49, 39, 51, 53]]
[[6,10,18,10,36,82],[13, 34, 50, 39, 53, 54]]
[[7,9,13,21,32,75],[13, 34, 52, 39, 51, 53]]
[[5,9,17,13,30,93],[13, 34, 40, 42, 52, 44]]
[[6,12,6,20,51,60],[13, 34, 40, 42, 52, 51]]
[[6,10,9,22,31,73],[13, 34, 40, 43, 50, 53]]
[[7,7,13,23,37,67],[13, 34, 40, 43, 50, 54]]
[[6,10,15,26,26,49],[13, 34, 40, 43, 52, 51]]
[[6,10,9,18,46,67],[13, 34, 40, 49, 52, 44]]
[[7,11,10,19,32,80],[13, 34, 40, 44, 51, 53]]
[[5,11,11,23,45,77],[13, 34, 40, 49, 52, 51]]
[[6,12,12,20,36,54],[13, 34, 40, 49, 52, 53]]
[[6,12,6,20,31,108],[13, 34, 40, 50, 52, 51]]
[[5,7,8,15,35,52],[13, 34, 40, 50, 52, 53]]
[[6,8,12,20,26,80],[13, 34, 40, 51, 53, 54]]
[[5,7,14,35,20,70],[13, 34, 42, 43, 52, 44]]
[[7,11,13,15,37,59],[13, 34, 42, 43, 52, 53]]
[[7,11,10,27,27,50],[13, 34, 42, 44, 51, 53]]
[[7,7,13,27,47,43],[13, 34, 42, 44, 53, 54]]
[[7,9,10,37,27,48],[13, 34, 42, 50, 52, 53]]
[[5,9,14,13,30,90],[13, 34, 43, 50, 52, 44]]
[[6,12,9,24,26,93],[13, 34, 49, 43, 50, 54]]
[[7,11,10,31,22,50],[13, 34, 49, 43, 52, 51]]
[[6,12,9,24,46,39],[13, 34, 43, 50, 52, 51]]
[[6,8,15,20,36,71],[13, 34, 43, 51, 53, 54]]
[[6,10,6,14,41,82],[13, 34, 49, 44, 51, 53]]
[[6,12,9,24,26,87],[13, 34, 52, 44, 51, 53]]
[[7,11,13,23,12,77],[13, 34, 49, 50, 52, 51]]
[[7,11,13,19,27,71],[13, 34, 49, 50, 52, 54]]
[[5,7,17,11,45,91],[13, 34, 52, 51, 53, 54]]
[[6,8,12,12,36,80],[13, 35, 37, 38, 52, 44]]
[[5,9,8,9,30,84],[13, 35, 37, 39, 53, 54]]
[[5,11,8,15,20,116],[13, 35, 40, 37, 42, 53]]
[[6,8,9,16,41,65],[13, 35, 40, 37, 49, 53]]
[[6,12,9,32,16,75],[13, 35, 40, 37, 50, 54]]
[[7,7,13,15,42,85],[13, 35, 37, 42, 43, 53]]
[[4,10,16,18,14,124],[13, 35, 37, 42, 52, 44]]
[[6,8,6,28,51,50],[13, 35, 37, 42, 49, 53]]
[[7,9,10,25,22,96],[13, 35, 37, 42, 50, 53]]
[[5,9,11,13,30,105],[13, 35, 37, 42, 52, 51]]
[[6,8,9,12,41,77],[13, 35, 37, 43, 52, 53]]
[[5,11,14,15,25,104],[13, 35, 37, 49, 52, 44]]
[[6,10,9,18,41,61],[13, 35, 37, 44, 53, 54]]
[[3,7,6,23,23,70],[13, 35, 37, 49, 50, 54]]
[[4,8,13,20,34,125],[13, 35, 37, 49, 52, 51]]
[[5,9,14,25,45,48],[13, 35, 37, 50, 52, 54]]
[[5,11,14,23,35,56],[13, 35, 37, 51, 53, 54]]
[[7,9,13,25,27,69],[13, 35, 38, 39, 53, 54]]
[[5,11,5,31,45,71],[13, 35, 40, 38, 43, 53]]
[[5,9,11,17,50,75],[13, 35, 40, 38, 50, 53]]
[[7,9,16,13,42,66],[13, 35, 40, 38, 52, 54]]
[[8,8,14,20,33,56],[13, 35, 42, 49, 38, 53]]
[[6,8,15,20,26,65],[13, 35, 42, 38, 50, 54]]
[[7,7,13,23,37,67],[13, 35, 42, 38, 52, 51]]
[[6,8,6,28,51,50],[13, 35, 49, 38, 43, 53]]
[[4,8,16,16,24,80],[13, 35, 38, 43, 50, 54]]
[[5,7,8,11,35,58],[13, 35, 38, 43, 52, 51]]
[[8,10,14,14,28,70],[13, 35, 38, 43, 52, 53]]
[[4,10,7,22,54,61],[13, 35, 38, 50, 52, 44]]
[[6,10,9,26,36,73],[13, 35, 38, 44, 51, 53]]
[[8,8,14,20,33,62],[13, 35, 38, 44, 53, 54]]
[[5,9,14,17,35,96],[13, 35, 38, 50, 52, 51]]
[[5,9,5,25,30,99],[13, 35, 38, 51, 53, 54]]
[[5,11,11,27,25,71],[13, 35, 40, 39, 51, 53]]
[[7,11,10,23,37,44],[13, 35, 40, 39, 53, 54]]
[[4,12,16,32,14,72],[13, 35, 42, 39, 44, 53]]
[[7,9,10,29,32,60],[13, 35, 42, 39, 51, 53]]
[[6,8,9,28,21,89],[13, 35, 50, 39, 44, 53]]
[[5,13,11,29,30,55],[13, 35, 50, 39, 44, 54]]
[[6,8,12,20,36,92],[13, 35, 49, 39, 51, 53]]
[[4,10,4,38,34,70],[13, 35, 49, 39, 53, 54]]
[[5,11,8,31,20,74],[13, 35, 50, 39, 53, 54]]
[[6,8,18,28,16,56],[13, 35, 52, 39, 51, 53]]
[[6,10,12,22,51,34],[13, 35, 40, 42, 49, 53]]
[[7,11,7,27,37,59],[13, 35, 40, 42, 50, 53]]
[[5,13,8,29,40,52],[13, 35, 40, 42, 52, 51]]
[[6,12,15,12,36,75],[13, 35, 40, 42, 52, 53]]
[[8,12,11,12,33,63],[13, 35, 40, 43, 52, 44]]
[[5,13,11,25,25,79],[13, 35, 40, 43, 50, 53]]
[[6,10,6,22,36,82],[13, 35, 40, 43, 52, 53]]
[[6,10,6,14,46,76],[13, 35, 40, 44, 51, 53]]
[[6,8,12,28,36,56],[13, 35, 40, 50, 52, 53]]
[[7,7,16,19,27,82],[13, 35, 40, 50, 52, 54]]
[[7,11,10,19,32,86],[13, 35, 40, 51, 53, 54]]
[[8,8,14,16,43,56],[13, 35, 42, 49, 43, 53]]
[[6,12,12,24,31,48],[13, 35, 42, 43, 52, 53]]
[[5,7,14,15,40,76],[13, 35, 42, 43, 52, 54]]
[[5,11,17,11,30,89],[13, 35, 42, 49, 52, 44]]
[[6,6,9,18,31,69],[13, 35, 42, 44, 53, 54]]
[[8,8,17,20,23,53],[13, 35, 42, 49, 50, 53]]
[[6,8,12,20,36,86],[13, 35, 42, 49, 52, 51]]
[[9,11,9,15,34,41],[13, 35, 42, 49, 52, 53]]
[[7,9,10,25,42,60],[13, 35, 42, 50, 52, 51]]
[[5,7,14,15,30,64],[13, 35, 49, 43, 52, 44]]
[[4,10,16,22,29,94],[13, 35, 43, 50, 52, 44]]
[[6,10,6,30,46,46],[13, 35, 43, 44, 51, 53]]
[[7,7,16,15,47,64],[13, 35, 49, 43, 52, 53]]
[[8,10,14,22,18,40],[13, 35, 43, 50, 52, 53]]
[[7,7,13,19,47,67],[13, 35, 43, 51, 53, 54]]
[[7,7,16,23,32,64],[13, 35, 49, 50, 52, 44]]
[[7,9,7,29,32,81],[13, 35, 49, 44, 51, 53]]
[[8,10,11,18,38,55],[13, 35, 50, 44, 53, 54]]
[[7,9,13,13,42,81],[13, 35, 52, 44, 51, 53]]
[[6,10,15,30,21,55],[13, 35, 49, 51, 53, 54]]
[[7,9,13,13,42,81],[13, 37, 38, 39, 53, 54]]
[[5,9,8,21,55,66],[13, 40, 37, 38, 43, 53]]
[[6,8,9,20,31,89],[13, 40, 37, 49, 38, 53]]
[[4,10,13,30,24,79],[13, 40, 37, 38, 52, 53]]
[[6,8,9,16,41,65],[13, 37, 42, 38, 52, 44]]
[[5,9,8,13,15,108],[13, 37, 42, 38, 50, 53]]
[[6,6,15,26,26,81],[13, 37, 42, 38, 52, 53]]
[[4,10,10,22,39,70],[13, 37, 38, 43, 52, 44]]
[[4,10,13,30,34,85],[13, 37, 38, 43, 50, 54]]
[[5,11,8,35,45,62],[13, 37, 38, 43, 52, 51]]
[[4,8,10,24,29,80],[13, 37, 38, 50, 52, 44]]
[[6,8,6,28,46,62],[13, 37, 49, 38, 50, 53]]
[[6,10,15,22,31,55],[13, 37, 49, 38, 52, 51]]
[[6,12,6,20,36,96],[13, 37, 49, 38, 52, 54]]
[[5,9,11,17,40,63],[13, 37, 38, 50, 52, 51]]
[[8,10,11,18,28,85],[13, 37, 38, 50, 52, 53]]
[[6,10,9,14,41,91],[13, 40, 37, 39, 44, 53]]
[[6,10,9,14,51,67],[13, 37, 42, 39, 44, 53]]
[[7,11,13,23,17,71],[13, 37, 43, 39, 51, 53]]
[[5,13,11,21,30,79],[13, 37, 43, 39, 53, 54]]
[[5,11,11,19,25,101],[13, 37, 49, 39, 44, 53]]
[[6,12,9,20,41,63],[13, 37, 49, 39, 51, 53]]
[[6,12,12,24,31,48],[13, 37, 49, 39, 53, 54]]
[[7,11,10,23,32,68],[13, 37, 50, 39, 51, 53]]
[[4,8,10,16,49,86],[13, 37, 50, 39, 51, 54]]
[[6,8,6,24,41,62],[13, 40, 37, 42, 49, 53]]
[[8,8,20,16,13,62],[13, 40, 37, 42, 52, 53]]
[[8,8,14,16,43,56],[13, 40, 37, 49, 43, 53]]
[[8,12,11,12,33,63],[13, 40, 37, 43, 50, 54]]
[[6,8,12,16,41,80],[13, 40, 37, 43, 52, 53]]
[[7,11,7,35,22,53],[13, 40, 37, 49, 52, 44]]
[[8,10,14,18,28,46],[13, 40, 37, 44, 51, 53]]
[[6,12,6,20,51,60],[13, 40, 37, 49, 50, 53]]
[[4,10,13,10,34,73],[13, 40, 37, 49, 52, 51]]
[[5,9,14,17,45,78],[13, 40, 37, 50, 52, 51]]
[[6,10,15,22,36,67],[13, 40, 37, 50, 52, 53]]
[[7,7,13,23,27,91],[13, 40, 37, 51, 53, 54]]
[[6,12,12,24,36,48],[13, 37, 42, 43, 52, 44]]
[[7,9,13,21,42,51],[13, 37, 42, 43, 50, 53]]
[[7,11,13,19,32,53],[13, 37, 42, 43, 52, 54]]
[[5,9,8,17,35,90],[13, 37, 42, 49, 52, 44]]
[[8,10,11,22,28,55],[13, 37, 42, 44, 53, 54]]
[[7,13,7,21,32,73],[13, 37, 42, 49, 52, 53]]
[[6,6,12,10,36,84],[13, 37, 42, 50, 52, 53]]
[[5,11,8,23,30,80],[13, 37, 49, 43, 50, 54]]
[[6,10,12,26,26,76],[13, 37, 49, 43, 52, 51]]
[[5,9,17,13,40,93],[13, 37, 43, 50, 52, 51]]
[[5,15,11,19,25,75],[13, 37, 49, 44, 51, 53]]
[[7,9,13,29,32,39],[13, 37, 52, 44, 51, 53]]
[[7,7,13,15,52,61],[13, 37, 49, 50, 52, 53]]
[[5,11,11,27,25,59],[13, 40, 38, 39, 51, 53]]
[[5,13,8,25,25,88],[13, 42, 38, 39, 53, 54]]
[[5,7,8,27,60,70],[13, 38, 43, 39, 51, 53]]
[[5,9,11,29,35,93],[13, 38, 43, 39, 53, 54]]
[[4,8,10,24,44,98],[13, 38, 50, 39, 44, 53]]
[[8,8,17,20,23,53],[13, 49, 38, 39, 51, 53]]
[[7,11,16,15,22,68],[13, 38, 50, 39, 51, 53]]
[[5,7,11,15,55,79],[13, 38, 50, 39, 53, 54]]
[[6,6,15,22,36,75],[13, 38, 52, 39, 51, 53]]
[[5,9,14,25,35,66],[13, 38, 52, 39, 51, 54]]
[[5,15,11,19,25,75],[13, 40, 42, 38, 43, 53]]
[[6,10,12,26,26,76],[13, 40, 42, 38, 52, 44]]
[[7,9,16,13,37,78],[13, 40, 42, 38, 52, 54]]
[[7,11,13,23,17,71],[13, 40, 38, 43, 50, 53]]
[[6,10,9,18,46,67],[13, 40, 38, 43, 50, 54]]
[[5,9,8,17,35,90],[13, 40, 38, 43, 52, 51]]
[[6,10,12,26,31,64],[13, 40, 38, 50, 52, 44]]
[[6,12,6,24,26,102],[13, 40, 49, 38, 50, 53]]
[[6,12,12,24,36,48],[13, 40, 49, 38, 52, 51]]
[[5,9,11,13,45,81],[13, 40, 49, 38, 52, 53]]
[[6,10,15,26,31,55],[13, 40, 38, 50, 52, 53]]
[[7,7,16,27,12,94],[13, 40, 38, 51, 53, 54]]
[[4,10,13,10,34,73],[13, 42, 38, 43, 52, 44]]
[[8,10,14,18,28,46],[13, 42, 49, 38, 43, 53]]
[[7,11,7,35,22,53],[13, 42, 38, 43, 52, 51]]
[[8,12,11,16,18,75],[13, 42, 38, 43, 52, 53]]
[[6,12,6,24,31,90],[13, 42, 38, 50, 52, 44]]
[[8,8,14,16,43,56],[13, 42, 38, 44, 51, 53]]
[[6,10,9,14,51,67],[13, 42, 49, 38, 50, 53]]
[[7,9,7,17,47,81],[13, 42, 49, 38, 52, 53]]
[[6,10,18,18,31,58],[13, 42, 49, 38, 52, 54]]
[[8,10,11,14,43,67],[13, 42, 38, 50, 52, 53]]
[[6,8,6,24,41,62],[13, 38, 43, 44, 51, 53]]
[[7,9,13,25,27,69],[13, 38, 43, 50, 52, 51]]
