[[0, 1, 4, 5, 7], [2, 4], [3, 5], [6, 7]]
[[6,10,15,22,36,73],[34, 37, 17, 50, 52, 51]]
[[5,9,11,21,45,63],[34, 17, 38, 39, 44, 53]]
[[6,10,9,22,41,73],[34, 17, 38, 39, 51, 53]]
[[7,11,13,23,27,47],[34, 40, 42, 17, 38, 54]]
[[7,13,10,21,17,76],[34, 40, 17, 38, 43, 54]]
[[5,13,11,17,25,103],[34, 40, 49, 17, 38, 53]]
[[7,11,10,23,42,26],[34, 40, 17, 38, 52, 53]]
[[6,12,9,16,46,69],[34, 42, 49, 17, 38, 54]]
[[8,8,14,16,38,68],[34, 42, 17, 38, 50, 53]]
[[4,16,10,28,19,64],[34, 49, 17, 38, 43, 54]]
[[6,10,12,30,21,70],[34, 17, 38, 43, 52, 54]]
[[4,8,16,8,24,86],[34, 49, 17, 38, 52, 44]]
[[6,8,9,16,41,65],[34, 17, 38, 44, 51, 54]]
[[8,8,17,16,23,77],[34, 49, 17, 38, 52, 53]]
[[6,8,15,24,46,53],[34, 17, 38, 50, 52, 54]]
[[6,8,15,20,46,65],[34, 17, 38, 51, 53, 54]]
[[5,11,8,23,30,86],[34, 42, 17, 39, 51, 54]]
[[6,8,15,16,46,83],[34, 17, 43, 39, 51, 53]]
[[6,10,12,14,36,82],[34, 49, 17, 39, 44, 53]]
[[5,9,20,13,40,84],[34, 17, 50, 39, 44, 53]]
[[8,10,11,22,28,55],[34, 17, 50, 39, 51, 53]]
[[7,7,16,23,27,76],[34, 17, 52, 39, 51, 53]]
[[4,12,16,32,14,72],[34, 40, 42, 17, 43, 53]]
[[5,11,11,23,25,83],[34, 40, 42, 17, 43, 54]]
[[6,12,9,24,36,63],[34, 40, 42, 17, 50, 53]]
[[6,8,15,28,26,77],[34, 40, 42, 17, 52, 54]]
[[4,12,10,32,29,48],[34, 40, 17, 43, 52, 51]]
[[6,14,6,26,26,68],[34, 40, 49, 17, 52, 44]]
[[5,9,11,13,30,105],[34, 40, 17, 50, 52, 44]]
[[7,13,7,25,27,55],[34, 40, 17, 44, 51, 53]]
[[4,8,22,12,24,104],[34, 40, 17, 44, 51, 54]]
[[5,11,11,15,40,89],[34, 40, 49, 17, 50, 53]]
[[4,10,13,30,19,79],[34, 40, 49, 17, 52, 53]]
[[5,13,11,21,30,79],[34, 40, 17, 50, 52, 53]]
[[6,8,12,24,51,62],[34, 40, 17, 51, 53, 54]]
[[3,11,9,43,33,53],[34, 42, 17, 43, 52, 44]]
[[6,14,6,18,36,98],[34, 42, 17, 43, 52, 51]]
[[7,9,10,25,37,66],[34, 42, 17, 43, 52, 53]]
[[5,11,14,23,45,56],[34, 42, 17, 50, 52, 44]]
[[6,8,12,20,36,86],[34, 42, 17, 44, 51, 54]]
[[7,9,16,17,37,54],[34, 42, 17, 44, 53, 54]]
[[5,13,11,29,20,61],[34, 42, 49, 17, 50, 53]]
[[6,10,12,34,21,70],[34, 42, 49, 17, 52, 53]]
[[5,9,14,25,30,90],[34, 42, 49, 17, 52, 54]]
[[7,9,16,25,7,84],[34, 42, 17, 50, 52, 53]]
[[5,11,11,23,25,83],[34, 17, 43, 50, 52, 44]]
[[5,11,11,19,40,83],[34, 17, 43, 44, 51, 53]]
[[6,8,9,28,31,83],[34, 17, 43, 44, 51, 54]]
[[4,10,7,26,19,73],[34, 17, 43, 50, 52, 54]]
[[4,6,16,22,34,78],[34, 17, 43, 51, 53, 54]]
[[4,14,10,38,19,32],[34, 49, 17, 50, 52, 44]]
[[5,9,14,17,50,72],[34, 49, 17, 44, 51, 54]]
[[5,15,11,19,25,75],[34, 17, 50, 44, 51, 53]]
[[4,10,7,30,24,79],[34, 17, 52, 44, 51, 53]]
[[5,5,17,37,25,77],[34, 17, 52, 44, 51, 54]]
[[5,11,14,27,20,86],[34, 49, 17, 50, 52, 51]]
[[7,7,16,23,42,52],[34, 49, 17, 51, 53, 54]]
[[3,7,15,15,18,79],[34, 17, 52, 51, 53, 54]]
[[5,9,8,33,50,72],[35, 40, 37, 17, 38, 53]]
[[6,10,15,22,31,55],[35, 40, 37, 17, 38, 54]]
[[7,9,10,25,22,96],[35, 37, 17, 38, 43, 53]]
[[4,8,13,20,34,125],[35, 37, 17, 38, 43, 54]]
[[4,12,10,28,24,90],[35, 37, 17, 38, 52, 44]]
[[5,11,17,15,25,107],[35, 37, 17, 38, 52, 51]]
[[5,9,11,17,40,63],[35, 37, 17, 39, 44, 54]]
[[7,13,10,13,37,76],[35, 37, 17, 39, 51, 53]]
[[4,10,19,14,19,97],[35, 37, 17, 39, 51, 54]]
[[6,12,12,20,26,78],[35, 40, 37, 42, 17, 54]]
[[5,11,11,19,25,101],[35, 40, 37, 17, 43, 53]]
[[8,10,8,34,13,58],[35, 40, 37, 49, 17, 53]]
[[7,11,7,35,22,53],[35, 40, 37, 49, 17, 54]]
[[6,6,15,26,36,63],[35, 40, 37, 17, 52, 53]]
[[7,13,10,17,32,58],[35, 40, 37, 17, 52, 54]]
[[5,11,11,35,30,59],[35, 37, 42, 49, 17, 54]]
[[7,9,10,33,37,36],[35, 37, 42, 17, 50, 53]]
[[4,10,13,26,24,109],[35, 37, 17, 43, 52, 44]]
[[7,13,10,17,27,82],[35, 37, 49, 17, 43, 54]]
[[8,8,14,16,38,68],[35, 37, 17, 43, 52, 53]]
[[7,13,10,21,17,76],[35, 37, 17, 44, 51, 54]]
[[6,10,12,14,51,64],[35, 37, 49, 17, 52, 54]]
[[5,9,17,9,30,111],[35, 37, 17, 50, 52, 51]]
[[5,9,8,25,45,72],[35, 17, 38, 39, 51, 53]]
[[4,8,13,28,39,65],[35, 17, 38, 39, 51, 54]]
[[7,9,16,17,37,54],[35, 40, 49, 17, 38, 54]]
[[4,10,10,30,29,70],[35, 42, 17, 38, 43, 54]]
[[7,9,10,25,37,72],[35, 42, 17, 38, 52, 51]]
[[8,8,17,20,23,53],[35, 49, 17, 38, 43, 53]]
[[8,10,11,22,28,55],[35, 17, 38, 43, 52, 53]]
[[7,13,10,17,27,82],[35, 17, 38, 50, 52, 51]]
[[5,11,14,27,20,62],[35, 17, 38, 50, 52, 54]]
[[5,9,11,29,25,57],[35, 17, 38, 51, 53, 54]]
[[7,9,16,17,32,72],[35, 40, 17, 39, 51, 53]]
[[9,11,12,11,19,68],[35, 40, 17, 39, 53, 54]]
[[6,8,15,20,41,65],[35, 42, 17, 39, 44, 53]]
[[6,12,9,24,46,39],[35, 42, 17, 39, 51, 54]]
[[6,12,9,16,46,75],[35, 17, 43, 39, 44, 53]]
[[7,9,10,33,37,36],[35, 17, 43, 39, 51, 53]]
[[6,10,15,18,36,67],[35, 49, 17, 39, 44, 54]]
[[6,10,9,30,36,73],[35, 17, 50, 39, 44, 53]]
[[6,10,9,26,41,67],[35, 49, 17, 39, 53, 54]]
[[7,11,10,15,37,98],[35, 17, 50, 39, 51, 53]]
[[6,6,15,14,56,75],[35, 17, 52, 39, 51, 53]]
[[4,12,13,12,49,69],[35, 17, 52, 39, 53, 54]]
[[5,9,11,17,30,81],[35, 40, 42, 49, 17, 54]]
[[4,12,10,28,29,72],[35, 40, 42, 17, 52, 53]]
[[5,9,20,21,30,66],[35, 40, 42, 17, 52, 54]]
[[4,12,10,36,29,72],[35, 40, 49, 17, 43, 53]]
[[5,13,17,17,15,91],[35, 40, 17, 43, 50, 53]]
[[3,9,12,25,13,114],[35, 40, 17, 43, 52, 51]]
[[6,14,6,26,36,50],[35, 40, 17, 43, 52, 53]]
[[6,10,15,14,46,67],[35, 40, 17, 44, 53, 54]]
[[6,10,12,26,36,64],[35, 40, 49, 17, 50, 53]]
[[6,8,9,24,51,65],[35, 40, 49, 17, 52, 51]]
[[6,8,15,28,26,77],[35, 40, 49, 17, 52, 54]]
[[6,14,9,26,21,53],[35, 40, 17, 50, 52, 53]]
[[7,11,10,23,37,50],[35, 40, 17, 51, 53, 54]]
[[6,10,15,18,31,85],[35, 42, 17, 43, 52, 53]]
[[4,16,10,28,19,64],[35, 42, 17, 50, 52, 44]]
[[6,10,15,14,46,67],[35, 42, 17, 44, 51, 53]]
[[6,8,12,32,31,68],[35, 42, 17, 44, 53, 54]]
[[6,12,9,32,16,75],[35, 42, 49, 17, 50, 53]]
[[7,11,13,23,22,53],[35, 42, 49, 17, 52, 53]]
[[5,11,14,27,20,86],[35, 42, 17, 50, 52, 51]]
[[3,9,12,33,23,90],[35, 49, 17, 43, 52, 44]]
[[4,10,7,38,29,79],[35, 17, 43, 44, 51, 53]]
[[6,10,15,18,36,67],[35, 49, 17, 43, 52, 51]]
[[7,11,13,23,22,65],[35, 49, 17, 43, 52, 53]]
[[7,11,13,23,27,47],[35, 17, 43, 50, 52, 51]]
[[6,10,15,14,36,91],[35, 17, 43, 50, 52, 53]]
[[5,7,11,19,40,85],[35, 17, 43, 50, 52, 54]]
[[5,5,14,25,30,56],[35, 17, 43, 51, 53, 54]]
[[7,7,22,15,32,46],[35, 49, 17, 44, 53, 54]]
[[6,10,12,30,36,58],[35, 17, 50, 44, 53, 54]]
[[5,7,5,31,55,91],[35, 17, 52, 44, 51, 53]]
[[6,6,18,18,51,60],[35, 17, 52, 44, 51, 54]]
[[5,13,14,25,20,76],[35, 17, 52, 44, 53, 54]]
[[4,8,16,16,24,80],[35, 49, 17, 50, 52, 51]]
[[2,8,8,28,17,68],[35, 17, 52, 51, 53, 54]]
[[4,8,10,24,44,98],[37, 17, 38, 39, 44, 53]]
[[5,5,14,33,25,86],[37, 17, 38, 39, 53, 54]]
[[8,12,11,12,33,63],[40, 37, 42, 17, 38, 54]]
[[6,12,9,32,16,75],[40, 37, 17, 38, 43, 54]]
[[6,10,9,34,36,49],[40, 37, 17, 38, 52, 44]]
[[6,8,15,20,26,83],[40, 37, 17, 38, 52, 53]]
[[6,14,9,30,16,47],[37, 42, 17, 38, 43, 54]]
[[5,11,14,23,30,56],[37, 42, 49, 17, 38, 54]]
[[7,9,13,29,32,39],[37, 42, 17, 38, 50, 53]]
[[6,8,18,20,41,62],[37, 17, 38, 43, 52, 44]]
[[5,13,8,29,40,52],[37, 49, 17, 38, 43, 54]]
[[5,15,11,27,10,63],[37, 17, 38, 43, 52, 54]]
[[5,11,14,15,25,110],[37, 49, 17, 38, 52, 44]]
[[8,8,14,20,33,56],[40, 37, 17, 39, 44, 53]]
[[5,9,14,17,35,96],[40, 37, 17, 39, 44, 54]]
[[4,12,10,28,34,78],[37, 42, 17, 39, 51, 54]]
[[6,12,6,32,31,60],[37, 17, 43, 39, 44, 53]]
[[7,11,13,23,12,77],[37, 17, 43, 39, 44, 54]]
[[5,11,8,31,35,80],[37, 17, 43, 39, 53, 54]]
[[7,13,7,33,17,43],[37, 49, 17, 39, 44, 53]]
[[5,7,23,15,50,73],[37, 17, 52, 39, 44, 53]]
[[7,13,10,25,17,52],[37, 17, 50, 39, 51, 53]]
[[8,12,11,12,33,57],[37, 17, 52, 39, 51, 53]]
[[4,8,19,20,24,89],[37, 17, 52, 39, 53, 54]]
[[5,11,14,27,30,50],[40, 37, 42, 17, 43, 53]]
[[6,10,15,26,26,49],[40, 37, 42, 17, 43, 54]]
[[6,8,15,28,31,65],[40, 37, 42, 49, 17, 53]]
[[5,11,14,27,20,86],[40, 37, 42, 49, 17, 54]]
[[6,8,12,20,26,80],[40, 37, 42, 17, 52, 53]]
[[6,8,9,28,46,53],[40, 37, 17, 43, 52, 53]]
[[7,11,13,23,12,77],[40, 37, 49, 17, 52, 44]]
[[6,12,12,24,31,48],[40, 37, 17, 50, 52, 44]]
[[8,12,14,12,8,84],[40, 37, 17, 44, 51, 53]]
[[4,14,4,30,44,62],[40, 37, 49, 17, 50, 53]]
[[5,11,14,31,15,80],[40, 37, 49, 17, 52, 53]]
[[3,9,9,45,28,57],[40, 37, 17, 50, 52, 51]]
[[6,12,9,20,41,75],[40, 37, 17, 50, 52, 53]]
[[4,12,10,28,34,78],[37, 42, 17, 43, 52, 44]]
[[6,12,9,20,41,63],[37, 42, 49, 17, 43, 53]]
[[5,5,17,21,40,71],[37, 42, 49, 17, 43, 54]]
[[7,11,13,27,17,47],[37, 42, 17, 43, 50, 53]]
[[5,13,11,29,25,55],[37, 42, 17, 43, 52, 51]]
[[5,9,11,29,50,63],[37, 42, 17, 44, 51, 54]]
[[8,12,11,20,13,57],[37, 42, 17, 44, 53, 54]]
[[6,10,12,10,41,100],[37, 42, 49, 17, 50, 53]]
[[5,9,14,25,20,72],[37, 42, 49, 17, 52, 53]]
[[4,8,10,20,39,110],[37, 42, 49, 17, 52, 54]]
[[6,10,9,26,26,85],[37, 42, 17, 50, 52, 53]]
[[5,7,11,27,50,79],[37, 42, 17, 51, 53, 54]]
[[5,9,11,21,45,75],[37, 49, 17, 43, 52, 44]]
[[7,11,13,23,27,47],[37, 17, 43, 44, 51, 54]]
[[4,12,13,32,19,75],[37, 49, 17, 43, 52, 51]]
[[5,13,14,29,15,58],[37, 17, 43, 50, 52, 54]]
[[5,9,14,17,30,96],[37, 17, 43, 51, 53, 54]]
[[5,13,14,21,30,70],[37, 49, 17, 44, 51, 53]]
[[4,10,10,22,39,70],[37, 49, 17, 44, 51, 54]]
[[4,14,4,30,44,62],[37, 17, 50, 44, 51, 53]]
[[5,11,14,23,25,68],[37, 17, 52, 44, 51, 53]]
[[6,6,21,18,36,57],[37, 17, 52, 44, 51, 54]]
[[7,9,16,25,17,54],[37, 49, 17, 50, 52, 53]]
[[5,7,11,23,60,85],[37, 17, 50, 51, 53, 54]]
[[8,10,14,18,28,46],[40, 17, 38, 39, 44, 53]]
[[5,9,11,21,45,63],[40, 17, 38, 39, 51, 53]]
[[6,12,12,20,31,60],[42, 17, 38, 39, 51, 54]]
[[7,11,16,11,37,56],[17, 38, 43, 39, 53, 54]]
[[5,13,14,21,30,76],[49, 17, 38, 39, 44, 53]]
[[6,10,15,14,46,67],[17, 38, 50, 39, 44, 53]]
[[7,11,10,31,22,50],[17, 38, 52, 39, 44, 53]]
[[8,10,14,18,28,46],[49, 17, 38, 39, 51, 53]]
[[8,8,20,12,18,74],[17, 38, 52, 39, 51, 53]]
[[5,13,14,21,30,70],[40, 42, 17, 38, 43, 53]]
[[4,10,10,22,39,70],[40, 42, 17, 38, 43, 54]]
[[4,12,13,32,19,75],[40, 42, 17, 38, 52, 44]]
[[7,11,13,23,27,47],[40, 42, 49, 17, 38, 54]]
[[7,13,7,33,12,49],[40, 42, 17, 38, 50, 53]]
[[5,9,11,21,45,75],[40, 42, 17, 38, 52, 51]]
[[5,9,11,29,50,63],[40, 49, 17, 38, 43, 54]]
[[7,11,16,15,32,38],[40, 17, 38, 43, 52, 54]]
[[5,13,11,29,25,55],[40, 49, 17, 38, 52, 44]]
[[6,10,15,22,31,55],[40, 17, 38, 50, 52, 44]]
[[6,12,9,20,41,63],[40, 17, 38, 44, 51, 53]]
[[5,5,17,21,40,71],[40, 17, 38, 44, 51, 54]]
[[4,12,10,28,34,78],[40, 49, 17, 38, 52, 51]]
[[5,11,11,27,35,71],[40, 49, 17, 38, 52, 53]]
[[5,7,8,19,50,82],[40, 17, 38, 51, 53, 54]]
[[8,12,14,12,8,84],[42, 49, 17, 38, 43, 53]]
[[7,11,13,23,12,77],[42, 17, 38, 43, 52, 51]]
[[6,10,15,26,21,73],[42, 17, 38, 43, 52, 53]]
[[6,8,15,28,31,65],[42, 17, 38, 44, 53, 54]]
[[6,10,9,26,36,73],[42, 49, 17, 38, 50, 53]]
[[6,10,12,14,31,106],[42, 17, 38, 50, 52, 53]]
[[5,9,11,25,25,93],[42, 17, 38, 50, 52, 54]]
[[5,7,23,15,50,73],[42, 17, 38, 51, 53, 54]]
[[6,8,15,28,31,65],[17, 38, 43, 44, 51, 53]]
[[5,11,14,27,20,86],[17, 38, 43, 44, 51, 54]]
[[8,8,20,12,18,74],[17, 38, 43, 44, 53, 54]]
[[4,6,13,34,24,69],[49, 17, 38, 43, 52, 54]]
[[5,11,17,11,25,107],[17, 38, 43, 50, 52, 51]]
[[5,7,17,15,50,85],[17, 38, 43, 51, 53, 54]]
[[5,15,8,19,30,90],[49, 17, 38, 50, 52, 44]]
[[5,11,14,27,30,50],[49, 17, 38, 44, 51, 53]]
[[6,10,15,26,26,49],[49, 17, 38, 44, 51, 54]]
[[6,12,9,20,41,69],[17, 38, 50, 44, 51, 53]]
[[5,9,14,37,25,66],[17, 38, 52, 44, 51, 53]]
[[6,10,12,22,36,58],[49, 17, 38, 50, 52, 54]]
[[3,7,9,19,13,49],[40, 42, 17, 39, 44, 54]]
[[7,7,13,31,42,37],[40, 42, 17, 39, 51, 53]]
[[6,10,12,26,31,64],[40, 42, 17, 39, 51, 54]]
[[7,9,16,25,27,42],[40, 42, 17, 39, 53, 54]]
[[5,9,14,17,45,78],[40, 17, 43, 39, 44, 54]]
[[5,9,8,25,45,72],[40, 17, 43, 39, 51, 53]]
