[[0, 1, 4, 5, 7], [2, 4], [3, 5], [6, 7]]
[[5,7,14,31,25,88],[10, 34, 14, 17, 52, 53]]
[[5,9,11,25,45,81],[10, 14, 35, 40, 17, 53]]
[[2,10,5,34,27,49],[10, 14, 35, 42, 17, 54]]
[[4,8,13,16,24,53],[10, 14, 35, 17, 43, 54]]
[[6,8,15,20,31,59],[10, 14, 35, 49, 17, 53]]
[[5,11,17,15,25,95],[10, 14, 35, 17, 50, 53]]
[[5,7,14,39,20,76],[10, 14, 35, 17, 52, 51]]
[[6,10,15,18,36,79],[10, 14, 35, 17, 52, 53]]
[[5,11,11,15,35,89],[10, 14, 37, 17, 38, 53]]
[[5,9,8,33,50,72],[10, 14, 37, 17, 43, 53]]
[[5,9,11,17,50,75],[10, 14, 42, 17, 38, 53]]
[[6,12,6,20,26,120],[10, 14, 40, 17, 52, 44]]
[[5,13,5,37,35,55],[10, 14, 40, 17, 50, 53]]
[[4,12,13,28,29,57],[10, 14, 17, 50, 52, 44]]
[[6,10,18,30,6,34],[10, 14, 17, 44, 51, 53]]
[[6,10,6,18,46,70],[10, 14, 49, 17, 50, 53]]
[[5,7,20,7,45,88],[10, 14, 49, 17, 52, 53]]
[[6,14,12,18,16,86],[10, 14, 17, 50, 52, 53]]
[[3,9,6,25,23,90],[10, 34, 14, 18, 53, 54]]
[[4,10,7,22,19,109],[10, 14, 35, 18, 51, 53]]
[[3,11,6,31,38,80],[10, 14, 37, 18, 44, 53]]
[[4,14,4,22,34,80],[10, 14, 37, 18, 51, 53]]
[[2,10,5,22,22,79],[10, 14, 37, 18, 53, 54]]
[[4,8,10,12,39,80],[10, 14, 38, 18, 51, 53]]
[[4,8,16,24,24,98],[10, 14, 38, 18, 53, 54]]
[[4,8,16,12,24,110],[10, 14, 42, 18, 39, 53]]
[[6,10,12,14,36,82],[10, 14, 43, 18, 39, 53]]
[[2,6,14,26,22,114],[10, 14, 52, 18, 39, 51]]
[[4,10,13,26,29,85],[10, 14, 40, 18, 51, 53]]
[[3,11,12,15,48,86],[10, 14, 42, 18, 44, 53]]
[[6,8,12,28,31,68],[10, 14, 43, 18, 51, 53]]
[[4,12,16,28,14,78],[10, 14, 50, 18, 44, 54]]
[[6,10,9,26,26,85],[10, 14, 50, 18, 51, 53]]
[[5,9,8,29,30,78],[10, 14, 52, 18, 51, 53]]
[[4,8,13,20,29,107],[10, 34, 14, 35, 37, 53]]
[[6,8,15,20,41,65],[10, 34, 14, 35, 38, 53]]
[[4,12,4,12,29,84],[10, 34, 14, 35, 40, 53]]
[[5,9,11,21,45,63],[10, 34, 14, 35, 49, 53]]
[[3,7,15,27,23,115],[10, 34, 14, 35, 50, 54]]
[[7,11,10,31,22,50],[10, 34, 14, 35, 52, 53]]
[[4,8,13,8,29,71],[10, 34, 14, 40, 37, 53]]
[[3,9,24,29,18,72],[10, 34, 14, 37, 52, 44]]
[[5,11,8,19,35,86],[10, 34, 14, 37, 49, 53]]
[[3,11,12,15,28,74],[10, 34, 14, 37, 50, 54]]
[[5,11,17,27,15,65],[10, 34, 14, 37, 52, 53]]
[[6,12,9,16,46,75],[10, 34, 14, 38, 43, 53]]
[[4,8,16,20,29,62],[10, 34, 14, 38, 52, 54]]
[[4,12,7,12,39,81],[10, 34, 14, 39, 53, 54]]
[[2,10,11,26,37,67],[10, 34, 14, 40, 42, 53]]
[[3,9,18,17,13,90],[10, 34, 14, 40, 52, 44]]
[[2,14,11,34,27,53],[10, 34, 14, 40, 52, 51]]
[[1,9,10,29,41,78],[10, 34, 14, 42, 52, 44]]
[[5,9,14,25,35,84],[10, 34, 14, 42, 49, 53]]
[[3,11,9,27,38,89],[10, 34, 14, 42, 50, 54]]
[[4,10,13,10,34,73],[10, 34, 14, 42, 52, 51]]
[[5,7,8,27,50,76],[10, 34, 14, 42, 52, 53]]
[[3,7,15,31,43,43],[10, 34, 14, 43, 52, 44]]
[[4,12,16,32,14,72],[10, 34, 14, 43, 50, 53]]
[[5,9,14,17,30,96],[10, 34, 14, 43, 52, 53]]
[[3,7,9,31,28,85],[10, 34, 14, 50, 52, 44]]
[[3,9,9,25,28,105],[10, 34, 14, 44, 51, 53]]
[[4,6,10,18,29,90],[10, 34, 14, 49, 52, 53]]
[[3,9,9,45,33,57],[10, 34, 14, 50, 52, 53]]
[[2,6,8,22,12,66],[10, 34, 14, 51, 53, 54]]
[[5,7,14,27,40,82],[10, 14, 35, 37, 38, 53]]
[[3,9,12,25,33,78],[10, 14, 35, 40, 37, 53]]
[[5,9,14,13,25,96],[10, 14, 35, 37, 43, 53]]
[[2,8,11,16,7,59],[10, 14, 35, 37, 52, 44]]
[[6,10,12,22,36,82],[10, 14, 35, 37, 52, 53]]
[[5,11,11,27,35,47],[10, 14, 35, 40, 38, 53]]
[[5,13,5,33,25,67],[10, 14, 35, 38, 43, 53]]
[[6,8,15,20,41,65],[10, 14, 35, 49, 38, 53]]
[[4,6,22,6,29,90],[10, 14, 35, 38, 50, 54]]
[[6,14,9,22,26,71],[10, 14, 35, 38, 52, 53]]
[[4,12,7,28,19,69],[10, 14, 35, 39, 44, 53]]
[[2,12,11,24,7,69],[10, 14, 35, 40, 49, 53]]
[[3,9,9,17,73,87],[10, 14, 35, 40, 50, 53]]
[[2,8,5,28,27,77],[10, 14, 35, 40, 50, 54]]
[[1,11,7,31,36,71],[10, 14, 35, 40, 52, 51]]
[[4,10,13,18,49,79],[10, 14, 35, 40, 52, 53]]
[[2,10,8,22,42,64],[10, 14, 35, 42, 50, 54]]
[[3,7,15,27,23,115],[10, 14, 35, 42, 52, 51]]
[[4,6,10,14,39,102],[10, 14, 35, 49, 43, 53]]
[[3,15,6,31,43,54],[10, 14, 35, 43, 50, 53]]
[[2,8,11,20,37,71],[10, 14, 35, 43, 50, 54]]
[[3,7,18,31,48,52],[10, 14, 35, 43, 52, 54]]
[[1,9,10,29,41,78],[10, 14, 35, 49, 52, 44]]
[[2,8,8,20,7,92],[10, 14, 35, 44, 51, 53]]
[[4,6,13,14,19,75],[10, 14, 35, 44, 53, 54]]
[[4,8,13,16,29,107],[10, 14, 35, 49, 52, 51]]
[[5,7,17,15,50,85],[10, 14, 35, 49, 52, 53]]
[[5,9,20,17,35,66],[10, 14, 35, 50, 52, 51]]
[[4,10,13,22,34,91],[10, 14, 35, 50, 52, 53]]
[[3,5,12,33,38,80],[10, 14, 35, 50, 52, 54]]
[[3,5,9,25,33,101],[10, 14, 35, 51, 53, 54]]
[[5,9,14,25,35,84],[10, 14, 37, 38, 43, 53]]
[[4,10,10,18,24,76],[10, 14, 37, 38, 52, 44]]
[[4,10,10,22,49,70],[10, 14, 37, 38, 52, 53]]
[[3,11,9,35,33,89],[10, 14, 37, 38, 52, 54]]
[[4,10,13,26,29,85],[10, 14, 37, 39, 44, 53]]
[[3,11,18,23,23,80],[10, 14, 37, 39, 53, 54]]
[[3,11,9,15,23,71],[10, 14, 40, 37, 42, 53]]
[[2,6,14,26,22,114],[10, 14, 40, 37, 52, 44]]
[[4,10,13,22,29,85],[10, 14, 40, 37, 49, 53]]
[[4,16,10,28,19,64],[10, 14, 40, 37, 50, 54]]
[[4,6,10,42,14,66],[10, 14, 40, 37, 52, 53]]
[[2,12,11,36,27,63],[10, 14, 37, 42, 52, 44]]
[[5,7,11,19,45,79],[10, 14, 37, 42, 50, 53]]
[[2,8,11,20,37,71],[10, 14, 37, 43, 52, 44]]
[[5,11,14,27,30,50],[10, 14, 37, 43, 50, 53]]
[[4,6,16,22,34,78],[10, 14, 37, 43, 52, 53]]
[[3,7,9,35,33,67],[10, 14, 37, 43, 52, 54]]
[[3,7,12,15,13,70],[10, 14, 37, 49, 52, 44]]
[[1,7,7,31,26,73],[10, 14, 37, 49, 50, 54]]
[[5,9,20,13,30,96],[10, 14, 37, 49, 52, 53]]
[[4,6,22,14,34,90],[10, 14, 37, 50, 52, 53]]
[[3,9,15,29,28,87],[10, 14, 37, 50, 52, 54]]
[[3,11,6,27,28,50],[10, 14, 37, 51, 53, 54]]
[[5,13,11,29,25,67],[10, 14, 38, 39, 53, 54]]
[[3,11,12,23,48,92],[10, 14, 40, 42, 38, 53]]
[[3,15,9,27,33,75],[10, 14, 40, 38, 43, 53]]
[[4,10,19,22,29,67],[10, 14, 40, 38, 52, 44]]
[[5,9,11,25,25,93],[10, 14, 40, 38, 52, 54]]
[[6,10,12,14,36,82],[10, 14, 42, 49, 38, 53]]
[[4,8,16,24,24,92],[10, 14, 42, 38, 50, 54]]
[[5,7,14,15,30,64],[10, 14, 42, 38, 52, 51]]
[[4,8,7,28,19,59],[10, 14, 42, 38, 52, 53]]
[[4,8,16,12,24,110],[10, 14, 49, 38, 43, 53]]
[[2,6,14,26,22,114],[10, 14, 38, 43, 50, 54]]
[[3,9,9,17,23,57],[10, 14, 38, 43, 52, 51]]
[[2,10,8,26,17,100],[10, 14, 38, 50, 52, 44]]
[[4,6,10,14,39,102],[10, 14, 38, 44, 51, 53]]
[[6,10,9,26,41,67],[10, 14, 38, 44, 53, 54]]
[[4,10,13,26,29,85],[10, 14, 49, 38, 50, 53]]
[[3,5,15,13,23,77],[10, 14, 49, 38, 52, 53]]
[[2,8,5,28,17,59],[10, 14, 49, 38, 52, 54]]
[[3,7,9,31,33,61],[10, 14, 38, 51, 53, 54]]
[[4,14,4,22,34,80],[10, 14, 40, 39, 44, 53]]
[[3,11,6,31,38,80],[10, 14, 40, 39, 51, 53]]
[[5,9,8,25,50,84],[10, 14, 40, 39, 53, 54]]
[[2,10,11,26,22,91],[10, 14, 42, 39, 44, 53]]
[[5,11,8,19,35,80],[10, 14, 42, 39, 51, 53]]
[[4,10,13,22,44,67],[10, 14, 50, 39, 44, 53]]
[[3,11,9,43,33,53],[10, 14, 50, 39, 44, 54]]
[[2,8,11,28,17,89],[10, 14, 49, 39, 53, 54]]
[[5,13,8,25,30,88],[10, 14, 40, 42, 50, 53]]
[[3,11,12,15,28,74],[10, 14, 40, 42, 52, 51]]
[[6,12,9,16,46,69],[10, 14, 40, 43, 52, 44]]
[[4,12,7,12,39,81],[10, 14, 40, 43, 52, 53]]
[[5,7,14,11,35,88],[10, 14, 40, 50, 52, 54]]
[[3,7,18,31,48,52],[10, 14, 42, 43, 52, 54]]
[[6,10,9,30,26,79],[10, 14, 42, 49, 50, 53]]
[[3,9,12,33,23,66],[10, 14, 42, 49, 50, 54]]
[[4,10,10,30,29,70],[10, 14, 42, 49, 52, 51]]
[[5,9,17,25,30,57],[10, 14, 42, 50, 52, 54]]
[[5,9,8,13,25,108],[10, 14, 42, 51, 53, 54]]
[[3,7,15,31,43,43],[10, 14, 49, 43, 52, 44]]
[[5,9,8,25,50,84],[10, 14, 49, 43, 52, 53]]
[[5,7,20,11,45,94],[10, 14, 43, 51, 53, 54]]
[[5,7,14,23,55,100],[10, 14, 49, 44, 53, 54]]
[[5,11,17,11,30,89],[10, 14, 50, 44, 51, 54]]
[[6,12,18,16,11,84],[10, 14, 50, 44, 53, 54]]
[[4,10,10,22,34,58],[10, 14, 49, 51, 53, 54]]
[[5,13,11,29,25,67],[10, 14, 50, 51, 53, 54]]
[[3,9,12,37,28,66],[10, 16, 17, 18, 39, 54]]
[[4,8,16,20,19,92],[10, 16, 17, 18, 44, 54]]
[[6,6,18,26,36,66],[10, 16, 17, 18, 53, 54]]
[[5,9,17,21,35,57],[10, 34, 16, 17, 38, 54]]
[[4,6,10,14,24,42],[10, 34, 40, 16, 17, 53]]
[[6,8,12,24,51,68],[10, 34, 16, 17, 50, 53]]
[[5,7,11,15,55,79],[10, 34, 16, 17, 52, 53]]
[[4,12,13,28,24,69],[10, 35, 16, 37, 17, 54]]
[[4,10,13,22,49,67],[10, 35, 16, 42, 17, 54]]
[[4,8,10,20,34,56],[10, 35, 16, 17, 52, 44]]
[[7,11,10,15,37,98],[10, 16, 37, 17, 38, 53]]
[[5,11,17,23,25,77],[10, 16, 42, 17, 38, 53]]
[[5,9,11,29,25,81],[10, 16, 49, 17, 38, 54]]
[[7,9,13,29,32,39],[10, 16, 17, 39, 51, 53]]
[[6,8,12,12,36,80],[10, 40, 16, 17, 43, 54]]
[[6,12,9,24,26,81],[10, 40, 16, 49, 17, 53]]
[[5,13,5,17,45,79],[10, 40, 16, 17, 50, 53]]
[[4,10,10,22,24,106],[10, 40, 16, 17, 52, 53]]
[[4,14,13,22,14,95],[10, 16, 17, 50, 52, 44]]
[[6,10,12,18,41,82],[10, 16, 49, 17, 52, 51]]
[[5,11,8,35,45,62],[10, 16, 17, 50, 52, 51]]
[[8,12,11,20,13,57],[10, 16, 17, 50, 52, 53]]
[[5,9,14,25,35,84],[10, 34, 16, 18, 39, 53]]
[[2,12,8,28,37,60],[10, 34, 16, 18, 44, 53]]
[[3,7,9,23,8,85],[10, 34, 16, 18, 53, 54]]
[[4,10,13,22,29,85],[10, 35, 16, 18, 39, 53]]
[[3,15,6,31,43,54],[10, 35, 16, 18, 44, 53]]
[[6,12,9,16,46,75],[10, 16, 37, 18, 39, 53]]
[[3,15,15,27,28,51],[10, 16, 37, 18, 44, 53]]
[[4,10,10,22,29,94],[10, 16, 37, 18, 51, 53]]
[[4,8,16,24,34,86],[10, 16, 38, 18, 53, 54]]
[[2,10,11,26,37,67],[10, 40, 16, 18, 39, 53]]
[[1,7,7,31,26,73],[10, 16, 52, 18, 39, 44]]
[[5,7,14,31,15,82],[10, 16, 52, 18, 39, 53]]
[[5,11,11,23,20,89],[10, 40, 16, 18, 44, 53]]
[[4,8,16,20,29,80],[10, 40, 16, 18, 53, 54]]
[[5,13,11,29,30,49],[10, 16, 42, 18, 44, 53]]
[[4,8,10,8,34,74],[10, 16, 42, 18, 51, 53]]
[[5,11,11,27,40,65],[10, 16, 43, 18, 44, 53]]
[[4,12,10,28,34,78],[10, 16, 43, 18, 53, 54]]
[[4,12,7,28,19,69],[10, 16, 49, 18, 44, 53]]
[[5,11,11,27,35,47],[10, 16, 50, 18, 44, 53]]
[[4,10,10,30,29,94],[10, 16, 52, 18, 44, 53]]
[[5,13,11,21,40,67],[10, 16, 49, 18, 53, 54]]
[[3,11,12,31,33,98],[10, 16, 50, 18, 51, 54]]
[[3,11,12,15,28,74],[10, 34, 35, 16, 50, 54]]
[[4,14,13,22,14,95],[10, 34, 35, 16, 52, 51]]
[[6,10,12,14,36,82],[10, 34, 16, 37, 38, 53]]
[[4,8,10,12,19,74],[10, 34, 16, 37, 42, 53]]
[[6,10,9,30,26,79],[10, 34, 16, 37, 50, 53]]
[[3,9,12,33,23,66],[10, 34, 16, 37, 50, 54]]
[[4,10,10,30,29,70],[10, 34, 16, 37, 52, 51]]
[[6,10,6,22,41,70],[10, 34, 16, 38, 50, 53]]
[[6,12,9,16,46,69],[10, 34, 16, 38, 52, 51]]
[[4,8,19,12,14,101],[10, 34, 16, 38, 52, 54]]
[[3,9,15,17,48,87],[10, 34, 16, 39, 44, 53]]
[[6,12,9,28,26,75],[10, 34, 16, 39, 51, 53]]
[[4,10,13,22,29,85],[10, 34, 40, 16, 42, 53]]
[[4,6,10,14,39,102],[10, 34, 40, 16, 43, 53]]
[[3,9,9,17,23,57],[10, 34, 40, 16, 52, 44]]
[[3,11,9,15,23,71],[10, 34, 40, 16, 49, 53]]
[[4,8,13,12,19,77],[10, 34, 40, 16, 50, 53]]
[[3,7,12,15,13,70],[10, 34, 16, 42, 52, 44]]
[[3,9,9,21,23,99],[10, 34, 16, 42, 49, 53]]
[[1,7,7,31,26,73],[10, 34, 16, 42, 50, 54]]
[[5,9,20,13,30,96],[10, 34, 16, 42, 52, 53]]
[[3,9,12,25,33,102],[10, 34, 16, 43, 50, 54]]
[[4,10,19,22,29,67],[10, 34, 16, 43, 52, 51]]
[[2,12,11,36,27,63],[10, 34, 16, 49, 52, 44]]
